                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                  2.728,                 3.6135,                 3.2776,                0.01149,                0.07018,                0.00775,                0.00254,                 2.9599,                 5.1207,                 4.1834,              0.0017822,              0.0017822,              0.0017822
                     13,                 2.8591,                 3.5099,                 3.2841,                0.02405,                0.05965,                0.00756,                0.00232,                 3.1623,                 11.411,                 4.7043,              0.0017624,              0.0017624,              0.0017624
                     14,                 2.7683,                 3.5616,                 3.2475,                 0.0208,                0.21053,                0.01032,                0.00327,                 2.9616,                 6.9231,                 3.6056,              0.0017426,              0.0017426,              0.0017426
                     15,                 2.6969,                 3.4822,                 3.2453,                0.04634,                    0.4,                0.03841,                0.01143,                 2.6886,                 6.3415,                 3.2851,              0.0017228,              0.0017228,              0.0017228
                     16,                 2.6294,                 3.4626,                 3.1792,                0.01917,                 0.0386,                0.01329,                0.00397,                 2.8969,                 8.2539,                 3.4332,               0.001703,               0.001703,               0.001703
                     17,                 2.6953,                 3.4584,                 3.1842,                0.00767,                    0.4,                0.01147,                0.00328,                  2.888,                  5.841,                   3.41,              0.0016832,              0.0016832,              0.0016832
                     18,                 2.6504,                   3.38,                 3.1139,                0.07419,                0.11579,                0.04809,                0.01483,                 2.6924,                 4.2741,                 3.1299,              0.0016634,              0.0016634,              0.0016634
                     19,                 2.5736,                 3.3211,                 3.0756,                0.11463,                0.05614,                 0.0215,                0.00844,                 2.7727,                 12.881,                 3.2616,              0.0016436,              0.0016436,              0.0016436
                     20,                 2.5234,                 3.3997,                 3.0279,                0.12357,                0.05614,                0.04345,                 0.0175,                 2.6606,                 4.4008,                 3.0801,              0.0016238,              0.0016238,              0.0016238
                     21,                 2.5321,                 3.3898,                 3.0163,                0.00307,                0.77193,                0.03253,                0.00982,                 2.5618,                 3.5345,                  3.076,               0.001604,               0.001604,               0.001604
                     22,                 2.5577,                 3.3137,                 3.0128,                0.09725,                0.04211,                0.03384,                0.01096,                 2.5552,                 3.8169,                 3.0835,              0.0015842,              0.0015842,              0.0015842
                     23,                 2.5435,                 3.3024,                 3.0023,                 0.0149,                0.50877,                0.02506,                0.00777,                 2.6503,                 4.0508,                 3.0186,              0.0015644,              0.0015644,              0.0015644
                     24,                 2.4775,                 3.3685,                 2.9809,                0.03836,                0.42105,                0.04373,                0.01343,                  2.611,                 3.5248,                 2.9716,              0.0015446,              0.0015446,              0.0015446
                     25,                 2.4851,                 3.2292,                 2.9491,                0.11623,                0.10877,                0.03456,                0.00953,                 2.6385,                 7.5208,                 3.0177,              0.0015248,              0.0015248,              0.0015248
                     26,                 2.4412,                 3.2563,                 2.8847,                0.11711,                0.12982,                0.05429,                0.01837,                  2.451,                 4.6713,                 2.9127,               0.001505,               0.001505,               0.001505
                     27,                  2.428,                 3.1426,                 2.8716,                0.07591,                0.03509,                 0.0622,                0.02117,                 2.4511,                 3.5924,                 2.9291,              0.0014852,              0.0014852,              0.0014852
                     28,                 2.4635,                 3.1119,                 2.9358,                0.21869,                 0.0807,                0.09238,                0.02713,                 2.5395,                   3.75,                 3.0278,              0.0014654,              0.0014654,              0.0014654
                     29,                 2.4316,                 3.1162,                  2.914,                0.06733,                0.09123,                0.02803,                0.00958,                 2.4519,                 4.0485,                 2.9413,              0.0014456,              0.0014456,              0.0014456
                     30,                 2.4372,                 3.1925,                 2.8577,                0.06755,                0.28772,                0.07198,                0.02472,                 2.4443,                 3.1943,                 2.8347,              0.0014258,              0.0014258,              0.0014258
                     31,                 2.3928,                  3.107,                 2.8591,                0.14584,                 0.1614,                 0.1033,                0.03452,                 2.4859,                 3.7931,                 2.8727,               0.001406,               0.001406,               0.001406
                     32,                 2.3932,                 3.0641,                 2.8164,                0.12728,                0.11579,                0.06979,                0.02333,                 2.6178,                 3.3985,                  2.976,              0.0013862,              0.0013862,              0.0013862
                     33,                 2.4206,                 3.0273,                 2.8252,                0.25337,                0.15439,                0.10388,                0.03724,                 2.5185,                 3.6462,                 2.8951,              0.0013664,              0.0013664,              0.0013664
                     34,                 2.4619,                  3.059,                 2.8572,                0.16288,                0.15789,                0.08345,                0.03006,                 2.4343,                 3.3194,                 2.8277,              0.0013466,              0.0013466,              0.0013466
                     35,                 2.3757,                  2.987,                 2.8008,                0.19025,                 0.1614,                0.11462,                0.03807,                 2.3602,                 3.3895,                  2.762,              0.0013268,              0.0013268,              0.0013268
                     36,                 2.3568,                 2.9809,                 2.8482,                0.24192,                0.15088,                  0.122,                0.03745,                 2.3908,                 3.1274,                 2.8072,               0.001307,               0.001307,               0.001307
                     37,                 2.3346,                 3.0678,                  2.772,                0.21565,                0.16491,                0.12062,                0.03682,                 2.3445,                 3.7725,                 2.8397,              0.0012872,              0.0012872,              0.0012872
                     38,                 2.2932,                 3.1099,                 2.7622,                0.20802,                    0.2,                0.11021,                 0.0411,                 2.3227,                 3.1332,                 2.7845,              0.0012674,              0.0012674,              0.0012674
                     39,                 2.3229,                 3.0023,                 2.7566,                0.20973,                0.18947,                0.12045,                0.04084,                 2.2866,                 3.1414,                 2.8008,              0.0012476,              0.0012476,              0.0012476
                     40,                 2.2863,                 2.9983,                 2.7675,                0.17466,                0.17544,                0.10953,                0.03958,                 2.1787,                 3.2892,                 2.7099,              0.0012278,              0.0012278,              0.0012278
                     41,                 2.3158,                 2.8882,                 2.7419,                0.25609,                0.30526,                0.18824,                0.06819,                 2.2556,                  3.064,                 2.7104,               0.001208,               0.001208,               0.001208
                     42,                  2.278,                 2.7853,                 2.7071,                0.26215,                0.28421,                0.19808,                0.07886,                 2.1946,                 2.8218,                 2.6497,              0.0011882,              0.0011882,              0.0011882
                     43,                 2.2268,                 2.7816,                 2.6778,                0.18605,                0.34737,                0.16255,                0.05471,                 2.2074,                 2.8537,                 2.6511,              0.0011684,              0.0011684,              0.0011684
                     44,                 2.3559,                 2.8241,                 2.7416,                0.32663,                0.30877,                0.21202,                0.07571,                 2.2161,                 2.7415,                 2.6668,              0.0011486,              0.0011486,              0.0011486
                     45,                 2.2766,                 2.8745,                 2.7471,                  0.202,                0.12346,                0.08335,                 0.0306,                 2.3176,                 3.0728,                 2.7457,              0.0011288,              0.0011288,              0.0011288
                     46,                 2.2003,                 2.7941,                 2.6125,                0.20143,                0.11579,                0.10371,                0.03781,                 2.3203,                 2.9403,                 2.7502,               0.001109,               0.001109,               0.001109
                     47,                  2.194,                  2.793,                 2.6656,                0.28662,                0.24211,                0.19709,                0.07155,                 2.1983,                 2.7803,                 2.6365,              0.0010892,              0.0010892,              0.0010892
                     48,                 2.1896,                 2.8148,                 2.6254,                0.23319,                0.33333,                0.20785,                0.08268,                 2.1396,                 3.3131,                 2.5859,              0.0010694,              0.0010694,              0.0010694
                     49,                  2.177,                 2.6597,                 2.6105,                0.29459,                0.25965,                0.21245,                0.08668,                  2.116,                 2.7346,                 2.5405,              0.0010496,              0.0010496,              0.0010496
                     50,                 2.1757,                  2.695,                 2.5643,                0.38014,                0.23509,                0.22067,                0.08469,                 2.1603,                 2.6843,                 2.5704,              0.0010298,              0.0010298,              0.0010298
                     51,                 2.2271,                 2.7634,                 2.6037,                0.30734,                0.31228,                0.22631,                0.08586,                 2.1377,                 2.5748,                  2.564,                0.00101,                0.00101,                0.00101
                     52,                 2.1907,                 2.6689,                 2.6153,                0.34081,                0.30175,                0.24533,                0.09154,                  2.208,                  2.673,                 2.6609,              0.0009902,              0.0009902,              0.0009902
                     53,                 2.1917,                 2.6611,                 2.5796,                0.34267,                0.31827,                0.24203,                0.09244,                 2.1068,                 2.5701,                  2.568,              0.0009704,              0.0009704,              0.0009704
                     54,                 2.1932,                 2.6666,                  2.601,                0.37399,                0.25614,                0.23976,                0.09553,                 2.0526,                 2.5772,                 2.5036,              0.0009506,              0.0009506,              0.0009506
                     55,                 2.1783,                 2.6088,                 2.5589,                0.32815,                0.34737,                 0.2474,                0.11051,                 1.9785,                 2.4743,                 2.4327,              0.0009308,              0.0009308,              0.0009308
                     56,                 2.2233,                 2.7214,                 2.6084,                0.32144,                0.32744,                0.25125,                0.10021,                  2.067,                 2.4763,                 2.4987,               0.000911,               0.000911,               0.000911
                     57,                 2.0417,                 2.5391,                 2.4602,                0.42874,                0.30877,                0.29915,                0.12833,                 2.0149,                 2.4963,                 2.4715,              0.0008912,              0.0008912,              0.0008912
                     58,                 2.1211,                 2.5728,                   2.54,                0.34746,                0.39649,                0.29393,                0.12966,                 1.9894,                 2.5618,                 2.4561,              0.0008714,              0.0008714,              0.0008714
                     59,                  2.069,                 2.4999,                 2.5165,                0.32979,                0.36842,                0.26288,                0.11683,                 2.0464,                 2.4525,                 2.4773,              0.0008516,              0.0008516,              0.0008516
                     60,                 2.1267,                 2.6053,                 2.5264,                0.41439,                0.35088,                0.31075,                0.13962,                 2.0878,                 2.4616,                 2.4893,              0.0008318,              0.0008318,              0.0008318
                     61,                 2.0617,                 2.4608,                 2.4954,                0.45741,                0.34737,                0.35351,                0.16334,                 1.9719,                 2.2605,                 2.4022,               0.000812,               0.000812,               0.000812
                     62,                 2.0807,                 2.5235,                 2.5007,                 0.4406,                0.34269,                0.34325,                0.16392,                 1.8891,                 2.2628,                 2.3726,              0.0007922,              0.0007922,              0.0007922
                     63,                  2.024,                 2.4715,                 2.4663,                0.43516,                0.35088,                0.34661,                0.16118,                 1.9057,                 2.3346,                 2.3905,              0.0007724,              0.0007724,              0.0007724
                     64,                 2.0796,                 2.4699,                 2.4791,                0.42877,                0.35439,                0.33831,                0.14729,                 1.9857,                 2.3516,                 2.4129,              0.0007526,              0.0007526,              0.0007526
                     65,                  2.036,                 2.4876,                 2.4798,                0.41863,                0.37193,                0.33358,                 0.1609,                 1.9422,                  2.415,                 2.3418,              0.0007328,              0.0007328,              0.0007328
                     66,                 2.0764,                 2.4395,                 2.4741,                 0.4739,                0.38947,                0.37855,                0.19562,                  1.887,                  2.314,                 2.3201,               0.000713,               0.000713,               0.000713
                     67,                 1.9908,                 2.3883,                 2.4017,                0.57152,                0.39298,                0.42936,                0.21317,                 1.8555,                 2.2242,                 2.2912,              0.0006932,              0.0006932,              0.0006932
                     68,                 2.0202,                 2.4488,                 2.4533,                0.61867,                 0.4386,                0.45105,                0.22132,                 1.9418,                 2.1031,                 2.3104,              0.0006734,              0.0006734,              0.0006734
                     69,                  2.062,                  2.391,                 2.4598,                0.52693,                0.44211,                  0.423,                0.19505,                 1.9269,                  2.107,                  2.282,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.9933,                 2.4297,                 2.4101,                0.52529,                0.36491,                0.32725,                 0.1407,                 2.0694,                  2.504,                 2.3789,              0.0006338,              0.0006338,              0.0006338
                     71,                 2.0263,                 2.4164,                 2.4427,                 0.4357,                0.37544,                0.36913,                0.18451,                 1.8558,                 2.2512,                 2.2698,               0.000614,               0.000614,               0.000614
                     72,                 1.9568,                 2.2795,                 2.3652,                0.58601,                0.44211,                0.45237,                  0.217,                 1.8397,                 2.0716,                  2.202,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.9832,                  2.281,                 2.3964,                0.50433,                0.50175,                0.44222,                0.19889,                 1.8674,                 2.1512,                 2.2395,              0.0005744,              0.0005744,              0.0005744
                     74,                 2.0296,                 2.2451,                 2.3875,                0.55432,                0.44951,                 0.4505,                0.21127,                 1.8445,                 2.1036,                 2.2495,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.9804,                 2.2739,                 2.3783,                0.58324,                0.48421,                0.49393,                0.23825,                 1.8103,                 2.0251,                 2.2009,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.9625,                 2.2399,                 2.3881,                0.58145,                0.47018,                0.51252,                0.25254,                 1.8375,                 1.9955,                 2.2027,               0.000515,               0.000515,               0.000515
                     77,                 2.0081,                 2.2519,                 2.3956,                0.52335,                0.45614,                0.46828,                0.23957,                 1.8274,                 1.9798,                 2.2304,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.8951,                 2.2532,                 2.3391,                0.61904,                 0.4807,                0.51938,                0.25851,                 1.8405,                  1.922,                   2.24,              0.0004754,              0.0004754,              0.0004754
                     79,                  1.964,                 2.1864,                 2.3488,                  0.615,                0.49474,                0.52549,                0.25936,                 1.7575,                 1.9455,                 2.1601,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.9759,                 2.2365,                 2.3243,                0.47387,                0.45263,                0.43705,                0.22328,                 1.7369,                 2.0493,                 2.1492,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.8973,                  2.223,                 2.3057,                0.58466,                0.46428,                0.49952,                0.24476,                 1.7848,                 1.9379,                 2.1756,               0.000416,               0.000416,               0.000416
                     82,                 1.8753,                 2.1462,                 2.3035,                0.54183,                0.52632,                0.50994,                0.26731,                  1.748,                  1.965,                 2.1173,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.8479,                 2.1298,                 2.3036,                0.56997,                0.47018,                 0.5171,                0.27818,                  1.734,                 2.0425,                 2.1207,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.8644,                 2.0784,                 2.2807,                0.61446,                0.49474,                0.53399,                0.28381,                  1.766,                 1.8986,                 2.1604,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.9251,                 2.1208,                 2.2987,                0.64759,                0.47719,                0.55538,                0.28551,                 1.7735,                 1.8688,                 2.1587,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.8774,                 2.1408,                  2.279,                0.75772,                0.54386,                0.61315,                0.32306,                 1.7556,                 1.7864,                   2.13,               0.000317,               0.000317,               0.000317
                     87,                 1.8295,                 2.1014,                  2.263,                0.78287,                0.52632,                0.61567,                0.32107,                 1.7618,                 1.7934,                 2.1246,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.8808,                 2.0516,                 2.3038,                 0.7625,                0.50526,                0.60413,                0.31698,                 1.7471,                  1.876,                 2.1121,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.7726,                 2.0375,                 2.2211,                0.71594,                0.52982,                 0.6089,                0.31541,                  1.729,                 1.8251,                 2.1108,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.8453,                 2.0458,                 2.2267,                0.69833,                0.54386,                0.62309,                0.32437,                 1.7253,                 1.7693,                 2.1043,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.7962,                 2.0878,                 2.2459,                0.74039,                0.54035,                 0.6144,                0.32305,                 1.6917,                 1.7523,                 2.0537,               0.000218,               0.000218,               0.000218
                     92,                 1.7377,                 1.9512,                 2.1928,                0.72919,                0.52632,                0.59872,                0.31863,                 1.6939,                 1.7849,                  2.054,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.7194,                 1.9456,                  2.166,                0.73294,                 0.5193,                0.60747,                0.33949,                 1.6257,                 1.7216,                 2.0201,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.7112,                 1.9807,                   2.19,                0.75631,                0.54035,                 0.6362,                0.35938,                 1.5952,                  1.663,                 2.0072,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.7588,                  1.916,                 2.2154,                0.72886,                0.57535,                 0.6463,                0.37636,                 1.5734,                 1.6426,                 1.9921,              0.0001388,              0.0001388,              0.0001388
                     96,                 1.7527,                 1.8564,                 2.1959,                0.73222,                0.57895,                0.65098,                0.37889,                 1.5758,                 1.6317,                 1.9851,               0.000119,               0.000119,               0.000119
                     97,                 1.7109,                 1.8118,                 2.1444,                0.68709,                0.59298,                0.64908,                0.37559,                 1.5729,                 1.6369,                 1.9723,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.7194,                 1.8043,                 2.1298,                0.71036,                0.58596,                0.65023,                0.38021,                 1.5653,                 1.6205,                 1.9654,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.6758,                 1.8018,                 2.1125,                0.72924,                0.58591,                0.66029,                0.38787,                 1.5678,                 1.5844,                 1.9616,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                  1.677,                 1.8302,                  2.151,                0.77269,                    0.6,                0.67534,                0.39738,                 1.5692,                 1.5601,                 1.9542,               3.98e-05,               3.98e-05,               3.98e-05
