                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                 2.8997,                 3.1935,                 3.1357,                0.13862,                0.06962,                0.04994,                0.01379,                 3.3787,                  13.51,                 3.8819,              0.0018152,              0.0018152,              0.0018152
                     16,                 2.7997,                 3.1824,                 3.1022,                0.22895,                0.17722,                 0.1185,                0.03771,                 2.8604,                 3.3468,                 3.1756,               0.001802,               0.001802,               0.001802
                     17,                 2.9417,                 3.0425,                 3.0909,                0.31098,                0.14557,                0.12406,                0.03553,                 2.8332,                 3.1553,                 3.2496,              0.0017888,              0.0017888,              0.0017888
                     18,                 2.7606,                 3.1102,                 2.9894,                0.16212,                0.26582,                0.15518,                0.05412,                 2.5414,                 6.1246,                  3.018,              0.0017756,              0.0017756,              0.0017756
                     19,                 2.6923,                 2.9695,                 2.8605,                0.30521,                0.26582,                0.19607,                0.06619,                 2.5998,                 3.3754,                 2.9734,              0.0017624,              0.0017624,              0.0017624
                     20,                 2.6672,                 2.9071,                 2.9376,                0.31597,                0.26582,                0.21586,                0.07353,                 2.5186,                 2.9491,                 2.8064,              0.0017492,              0.0017492,              0.0017492
                     21,                 2.7402,                 2.8977,                 2.9293,                0.28561,                0.47468,                0.28736,                0.09842,                 2.4863,                 3.2078,                 2.7705,               0.001736,               0.001736,               0.001736
                     22,                 2.7336,                 2.6613,                 2.8684,                0.35656,                0.32968,                0.24921,                0.08749,                 2.5333,                 3.0652,                 2.7427,              0.0017228,              0.0017228,              0.0017228
                     23,                 2.6502,                 2.6496,                 2.7633,                 0.2942,                0.29747,                0.19405,                 0.0585,                  2.452,                 3.4537,                 2.6913,              0.0017096,              0.0017096,              0.0017096
                     24,                 2.5474,                 2.5937,                 2.6896,                0.48876,                0.39241,                0.37543,                0.15652,                 2.3441,                  2.504,                  2.661,              0.0016964,              0.0016964,              0.0016964
                     25,                   2.55,                 2.5523,                 2.7727,                0.62858,                0.39241,                0.43562,                0.18201,                 2.3657,                 2.5321,                 2.6176,              0.0016832,              0.0016832,              0.0016832
                     26,                 2.6326,                 2.7549,                 2.8015,                0.22425,                0.35443,                0.16073,                0.05325,                 2.6998,                 2.7576,                 2.8271,                0.00167,                0.00167,                0.00167
                     27,                  2.485,                 2.4602,                 2.6016,                0.66449,                  0.351,                0.42377,                0.18956,                 2.3952,                 2.4006,                  2.615,              0.0016568,              0.0016568,              0.0016568
                     28,                  2.415,                 2.5214,                 2.5652,                0.63412,                0.18651,                0.26252,                0.10772,                 2.5102,                 2.9429,                 2.6896,              0.0016436,              0.0016436,              0.0016436
                     29,                  2.479,                 2.5032,                 2.6291,                0.29011,                0.28481,                0.20341,                0.08124,                  2.393,                 2.9754,                  2.592,              0.0016304,              0.0016304,              0.0016304
                     30,                  2.488,                 2.4756,                 2.6253,                0.49776,                0.46203,                0.45766,                0.19601,                 2.2495,                 2.9984,                 2.4804,              0.0016172,              0.0016172,              0.0016172
                     31,                 2.3436,                 2.3342,                 2.5432,                0.40791,                0.43671,                0.30521,                0.12956,                 2.2954,                 5.2705,                 2.5529,               0.001604,               0.001604,               0.001604
                     32,                 2.4834,                 2.5017,                 2.6941,                0.59248,                0.40506,                0.48563,                0.24149,                 2.1635,                 3.2817,                 2.5008,              0.0015908,              0.0015908,              0.0015908
                     33,                 2.3034,                 2.2611,                 2.5043,                0.55329,                0.44937,                0.47653,                0.19416,                 2.2419,                 2.9691,                 2.4921,              0.0015776,              0.0015776,              0.0015776
                     34,                 2.3441,                 2.2242,                  2.563,                0.83273,                 0.4557,                0.58795,                0.29771,                 2.1475,                 2.2038,                 2.4415,              0.0015644,              0.0015644,              0.0015644
                     35,                 2.2702,                 2.1629,                 2.4944,                0.69676,                0.43671,                0.52941,                0.24821,                 2.1085,                 2.1129,                 2.4286,              0.0015512,              0.0015512,              0.0015512
                     36,                  2.347,                 2.3051,                 2.5871,                0.66119,                0.48734,                0.59833,                0.28297,                 2.0956,                 2.0057,                 2.4023,               0.001538,               0.001538,               0.001538
                     37,                 2.2572,                  2.186,                 2.5163,                0.72636,                0.48101,                0.58091,                0.29686,                 2.0217,                 1.9033,                 2.3359,              0.0015248,              0.0015248,              0.0015248
                     38,                 2.3722,                 2.2436,                 2.5798,                0.63006,                0.46352,                0.58147,                 0.2698,                 2.0641,                 1.9107,                 2.3987,              0.0015116,              0.0015116,              0.0015116
                     39,                 2.3275,                 2.1089,                  2.565,                0.69559,                 0.4557,                0.57872,                 0.2588,                 2.1382,                 2.0372,                 2.4643,              0.0014984,              0.0014984,              0.0014984
                     40,                 2.2354,                 2.1107,                  2.511,                0.66106,                0.48142,                0.58176,                0.26696,                  2.145,                 1.9187,                 2.4368,              0.0014852,              0.0014852,              0.0014852
                     41,                 2.1477,                 2.0933,                 2.4803,                0.58837,                0.58802,                 0.6196,                0.28051,                 2.1426,                 2.1432,                 2.4432,               0.001472,               0.001472,               0.001472
                     42,                  2.246,                 2.1512,                 2.4648,                0.61802,                0.51899,                0.58963,                0.28945,                 2.0669,                 2.8549,                 2.3952,              0.0014588,              0.0014588,              0.0014588
                     43,                 2.1668,                 1.9725,                 2.3316,                0.70163,                0.55067,                0.63895,                0.31824,                  1.944,                 2.6358,                 2.3093,              0.0014456,              0.0014456,              0.0014456
                     44,                 2.1013,                 2.0216,                 2.4039,                0.78285,                0.48101,                0.62238,                 0.3227,                 1.9247,                 1.9104,                  2.275,              0.0014324,              0.0014324,              0.0014324
                     45,                 2.3047,                 2.0909,                  2.463,                  0.824,                0.49367,                0.62956,                0.31998,                 1.9703,                 1.8793,                 2.2764,              0.0014192,              0.0014192,              0.0014192
                     46,                 2.2139,                 2.0667,                 2.3845,                0.83114,                0.47468,                0.61934,                0.31955,                 1.9911,                 1.9025,                 2.2774,               0.001406,               0.001406,               0.001406
                     47,                 2.0743,                 1.8835,                 2.2506,                0.88275,                0.52532,                0.69691,                0.39559,                 1.8662,                 1.6696,                 2.2391,              0.0013928,              0.0013928,              0.0013928
                     48,                 2.1178,                 1.9786,                 2.3758,                 0.7861,                0.56329,                0.68601,                0.38483,                 1.9265,                  1.724,                 2.2955,              0.0013796,              0.0013796,              0.0013796
                     49,                 2.0788,                 2.0319,                 2.3118,                0.74948,                0.58228,                0.67571,                 0.3582,                 1.9713,                 1.7782,                 2.3164,              0.0013664,              0.0013664,              0.0013664
                     50,                 2.2073,                 2.0095,                 2.4013,                0.78375,                0.57595,                0.69273,                0.36612,                 1.8934,                 1.7554,                 2.2815,              0.0013532,              0.0013532,              0.0013532
                     51,                 2.0689,                 1.9005,                 2.2916,                0.88718,                0.58228,                0.71681,                0.38485,                 1.8659,                 1.6818,                  2.255,                0.00134,                0.00134,                0.00134
                     52,                 2.0031,                 1.8859,                 2.3306,                0.85539,                0.56329,                0.68049,                0.34624,                 1.8684,                 1.7254,                 2.2507,              0.0013268,              0.0013268,              0.0013268
                     53,                 2.0633,                 1.8109,                  2.237,                0.80521,                0.51899,                0.68174,                0.31987,                 1.9196,                 1.7116,                 2.2705,              0.0013136,              0.0013136,              0.0013136
                     54,                 2.0174,                  1.813,                 2.2132,                0.74287,                0.66456,                0.75131,                0.39902,                 1.8525,                 1.6938,                 2.2065,              0.0013004,              0.0013004,              0.0013004
                     55,                  2.019,                 1.7826,                 2.2119,                0.90992,                0.59494,                0.73842,                0.41751,                 1.8127,                 1.7377,                 2.1938,              0.0012872,              0.0012872,              0.0012872
                     56,                 2.0033,                 1.8604,                 2.2786,                0.78783,                0.58228,                0.68482,                 0.3741,                 1.8447,                  1.743,                 2.2379,               0.001274,               0.001274,               0.001274
                     57,                 1.9944,                 1.7738,                  2.258,                0.76701,                0.60426,                0.67367,                0.35736,                 1.9906,                 1.8828,                 2.3331,              0.0012608,              0.0012608,              0.0012608
                     58,                 1.9366,                 1.7263,                 2.2617,                 0.8592,                0.58861,                0.73679,                0.41195,                 1.8216,                  1.673,                 2.1973,              0.0012476,              0.0012476,              0.0012476
                     59,                 1.9753,                 1.8138,                 2.2427,                0.86526,                0.59494,                0.75289,                0.40773,                 1.7716,                  1.601,                 2.1654,              0.0012344,              0.0012344,              0.0012344
                     60,                  2.069,                 1.8775,                    2.3,                0.80731,                0.57595,                0.72302,                0.37981,                 1.8703,                 1.6915,                 2.2364,              0.0012212,              0.0012212,              0.0012212
                     61,                 1.8679,                 1.6949,                 2.0932,                0.80885,                  0.616,                 0.7479,                0.42078,                 1.7773,                 1.7116,                 2.1693,               0.001208,               0.001208,               0.001208
                     62,                 1.9563,                 1.8138,                 2.2487,                0.86932,                0.58861,                0.73298,                0.38822,                 1.8809,                 1.5441,                 2.2432,              0.0011948,              0.0011948,              0.0011948
                     63,                 2.0312,                 1.8178,                 2.2177,                0.84726,                0.58861,                0.72876,                0.41222,                 1.7948,                  1.539,                 2.1819,              0.0011816,              0.0011816,              0.0011816
                     64,                 1.9378,                 1.7775,                 2.2032,                0.83618,                0.58149,                0.73851,                 0.4065,                 1.8282,                 1.5401,                 2.1834,              0.0011684,              0.0011684,              0.0011684
                     65,                 1.8913,                 1.7173,                 2.1189,                0.89223,                0.57637,                0.75182,                0.40443,                 1.8333,                 1.5303,                  2.189,              0.0011552,              0.0011552,              0.0011552
                     66,                 1.9752,                 1.8087,                 2.2701,                0.79627,                0.64317,                0.77511,                0.41411,                 1.8045,                 1.5116,                 2.1608,               0.001142,               0.001142,               0.001142
                     67,                 2.0357,                 1.8384,                  2.323,                0.82745,                0.60702,                0.75485,                0.41621,                  1.769,                 1.4892,                 2.1486,              0.0011288,              0.0011288,              0.0011288
                     68,                 1.8403,                 1.6207,                 2.1627,                0.77826,                0.62025,                0.76076,                0.40102,                 1.8581,                 1.4627,                 2.2091,              0.0011156,              0.0011156,              0.0011156
                     69,                 1.8152,                 1.6099,                 2.0547,                0.86348,                0.60049,                0.72836,                0.40601,                 1.8308,                 1.5218,                 2.1894,              0.0011024,              0.0011024,              0.0011024
                     70,                 1.9278,                 1.8254,                 2.2792,                0.79577,                0.71515,                0.81181,                0.45504,                  1.716,                 1.4174,                  2.107,              0.0010892,              0.0010892,              0.0010892
                     71,                 1.9058,                  1.701,                 2.1873,                0.81851,                0.67722,                0.78668,                0.44633,                 1.6565,                 1.5854,                 2.0672,               0.001076,               0.001076,               0.001076
                     72,                 1.8724,                 1.6375,                 2.1339,                0.81952,                0.66103,                0.77646,                0.45409,                 1.6767,                  1.604,                 2.0688,              0.0010628,              0.0010628,              0.0010628
                     73,                 1.8588,                 1.6701,                 2.1387,                0.95766,                0.53797,                0.73926,                0.44373,                 1.6606,                 1.5883,                 2.0577,              0.0010496,              0.0010496,              0.0010496
                     74,                 1.9244,                  1.708,                 2.2122,                 0.8147,                 0.6519,                0.76232,                0.42616,                 1.7278,                 2.0914,                 2.1259,              0.0010364,              0.0010364,              0.0010364
                     75,                 1.7674,                 1.5409,                 2.0456,                0.85961,                 0.6588,                0.79635,                 0.4612,                 1.7086,                 1.6328,                 2.0829,              0.0010232,              0.0010232,              0.0010232
                     76,                  1.798,                 1.5585,                  2.045,                0.86411,                0.62025,                0.79012,                0.45072,                 1.7668,                 1.4292,                 2.0995,                0.00101,                0.00101,                0.00101
                     77,                 1.7532,                 1.4889,                 2.0286,                0.89463,                0.57595,                0.75211,                0.45077,                 1.7361,                 1.4589,                 2.0764,              0.0009968,              0.0009968,              0.0009968
                     78,                 1.8278,                 1.5837,                 2.0613,                0.91558,                0.65823,                0.81404,                0.48552,                  1.658,                 1.3838,                 2.0427,              0.0009836,              0.0009836,              0.0009836
                     79,                 1.7099,                 1.4804,                 2.0255,                0.84564,                 0.6962,                0.83383,                0.47943,                 1.7016,                   1.41,                 2.0889,              0.0009704,              0.0009704,              0.0009704
                     80,                 1.7703,                 1.5466,                 2.0192,                 0.9494,                0.62025,                0.80475,                0.50247,                 1.5872,                 1.3199,                 2.0423,              0.0009572,              0.0009572,              0.0009572
                     81,                 1.7199,                  1.516,                 2.0675,                0.90728,                 0.6962,                0.82958,                0.51843,                 1.6085,                 1.3406,                 2.0279,               0.000944,               0.000944,               0.000944
                     82,                 1.7944,                 1.5457,                 2.0908,                0.91291,                0.67089,                0.86406,                0.52649,                 1.6423,                 1.2507,                 2.0324,              0.0009308,              0.0009308,              0.0009308
                     83,                 1.7633,                 1.5063,                 2.0032,                0.93483,                 0.7263,                0.86384,                0.52326,                 1.6005,                  1.425,                 1.9973,              0.0009176,              0.0009176,              0.0009176
                     84,                 1.7188,                 1.5616,                 2.0006,                0.94913,                0.70848,                0.84541,                0.52631,                 1.5442,                 1.3925,                 1.9659,              0.0009044,              0.0009044,              0.0009044
                     85,                 1.6599,                 1.5066,                 2.0194,                0.89348,                0.74327,                0.83816,                0.50206,                  1.621,                 1.4706,                 2.0112,              0.0008912,              0.0008912,              0.0008912
                     86,                 1.6935,                 1.4998,                 2.0462,                0.92824,                0.63924,                0.81574,                0.50858,                 1.6033,                 1.4068,                 2.0194,               0.000878,               0.000878,               0.000878
                     87,                 1.7178,                 1.5167,                 1.9734,                0.97087,                0.63273,                0.84904,                0.54173,                 1.5442,                 1.3106,                 1.9891,              0.0008648,              0.0008648,              0.0008648
                     88,                 1.6563,                 1.5254,                 1.9748,                0.90027,                0.74274,                0.87115,                0.54968,                 1.4834,                 1.2569,                  1.932,              0.0008516,              0.0008516,              0.0008516
                     89,                 1.5861,                 1.4944,                 1.9605,                0.95008,                0.67722,                 0.8459,                0.52087,                 1.5032,                 1.2404,                 1.9316,              0.0008384,              0.0008384,              0.0008384
                     90,                 1.6959,                 1.4903,                 2.0269,                0.86802,                0.72785,                0.84687,                0.52534,                 1.5277,                 1.2132,                 1.9659,              0.0008252,              0.0008252,              0.0008252
                     91,                 1.6934,                 1.4462,                 1.9777,                0.86367,                0.74684,                0.87582,                0.54825,                 1.4913,                 1.1978,                 1.9388,               0.000812,               0.000812,               0.000812
                     92,                 1.6571,                 1.4438,                 2.0149,                0.84842,                0.78481,                0.89148,                0.54737,                 1.5266,                 1.2031,                 1.9477,              0.0007988,              0.0007988,              0.0007988
                     93,                  1.693,                 1.5072,                 2.0236,                0.84625,                0.74051,                0.86757,                0.53165,                  1.585,                 1.2421,                 1.9991,              0.0007856,              0.0007856,              0.0007856
                     94,                 1.6437,                 1.4226,                 1.9323,                0.79872,                0.75316,                0.85339,                0.52585,                 1.5292,                 1.1962,                 1.9444,              0.0007724,              0.0007724,              0.0007724
                     95,                 1.7295,                 1.4175,                 1.9508,                0.94916,                0.63924,                0.82836,                0.50385,                 1.5597,                 1.2116,                 1.9488,              0.0007592,              0.0007592,              0.0007592
                     96,                 1.6291,                 1.4239,                 1.9944,                0.92586,                0.63228,                0.83761,                0.51994,                 1.5177,                 1.2266,                 1.9201,               0.000746,               0.000746,               0.000746
                     97,                 1.5933,                 1.3209,                 1.9066,                 0.8517,                0.75316,                0.85321,                0.54027,                 1.4705,                 1.2776,                 1.8999,              0.0007328,              0.0007328,              0.0007328
                     98,                 1.6387,                 1.4226,                 1.9105,                0.85056,                0.77215,                0.86449,                0.53965,                  1.488,                 1.3536,                 1.9124,              0.0007196,              0.0007196,              0.0007196
                     99,                 1.6426,                 1.4293,                  1.928,                0.89431,                0.69619,                 0.8463,                0.52326,                 1.5114,                 1.2922,                  1.904,              0.0007064,              0.0007064,              0.0007064
                    100,                 1.6241,                 1.3904,                  1.904,                0.85089,                0.75848,                0.89546,                0.55492,                 1.4676,                 1.2516,                 1.8888,              0.0006932,              0.0006932,              0.0006932
                    101,                 1.5985,                 1.4082,                 1.9589,                0.84782,                0.77848,                0.89239,                0.57002,                 1.4241,                 1.2293,                 1.8684,                0.00068,                0.00068,                0.00068
                    102,                 1.6292,                 1.4233,                 1.9418,                0.88802,                0.72152,                0.87754,                0.56048,                 1.4297,                 1.1595,                 1.8161,              0.0006668,              0.0006668,              0.0006668
                    103,                 1.5166,                 1.2544,                 1.8158,                0.82686,                0.77848,                0.88515,                0.57605,                 1.4029,                 1.1278,                 1.8228,              0.0006536,              0.0006536,              0.0006536
                    104,                 1.5392,                 1.2501,                 1.8547,                0.90315,                0.76725,                0.90566,                 0.5757,                 1.4198,                 1.1047,                 1.8737,              0.0006404,              0.0006404,              0.0006404
                    105,                 1.5734,                 1.3164,                 1.8859,                0.87419,                0.79747,                0.90032,                 0.5805,                 1.4213,                 1.1109,                 1.8706,              0.0006272,              0.0006272,              0.0006272
                    106,                 1.5713,                 1.3294,                 1.9104,                0.94828,                0.73418,                  0.905,                0.59079,                 1.4087,                 1.0924,                 1.8468,               0.000614,               0.000614,               0.000614
                    107,                 1.6189,                 1.2993,                  1.909,                0.94483,                0.74684,                0.90087,                0.59873,                 1.3906,                 1.0965,                 1.8199,              0.0006008,              0.0006008,              0.0006008
                    108,                 1.5836,                 1.3517,                 1.8707,                0.91475,                0.74707,                 0.9041,                0.60734,                 1.3643,                 1.0899,                  1.796,              0.0005876,              0.0005876,              0.0005876
                    109,                 1.5419,                 1.2621,                 1.8621,                0.94429,                0.75094,                0.90554,                0.60145,                 1.3668,                 1.0814,                 1.8063,              0.0005744,              0.0005744,              0.0005744
                    110,                 1.4961,                  1.391,                 1.8586,                0.83238,                0.78573,                0.90832,                0.59437,                 1.4103,                 1.0436,                 1.8094,              0.0005612,              0.0005612,              0.0005612
                    111,                 1.6025,                 1.3122,                 1.8812,                0.81951,                0.80465,                 0.8966,                0.58531,                 1.4141,                 1.0739,                 1.8338,               0.000548,               0.000548,               0.000548
                    112,                 1.4929,                 1.2294,                 1.7776,                 0.8257,                0.82911,                0.90164,                0.59822,                 1.4085,                 1.0594,                 1.8302,              0.0005348,              0.0005348,              0.0005348
                    113,                 1.4904,                 1.2425,                  1.849,                0.95066,                0.73166,                0.91159,                0.61209,                 1.3309,                 1.0717,                 1.7965,              0.0005216,              0.0005216,              0.0005216
                    114,                 1.5213,                 1.3199,                 1.8725,                0.88908,                0.76582,                0.90589,                0.60498,                 1.3406,                 1.0734,                 1.7778,              0.0005084,              0.0005084,              0.0005084
                    115,                 1.5167,                 1.2412,                 1.8128,                0.89125,                 0.8299,                0.92679,                0.61703,                 1.2967,                 1.0599,                 1.7483,              0.0004952,              0.0004952,              0.0004952
                    116,                 1.4774,                 1.3473,                 1.8442,                 0.8911,                 0.8481,                0.92908,                0.62965,                 1.3456,                 1.0416,                 1.7738,               0.000482,               0.000482,               0.000482
                    117,                 1.5642,                  1.319,                 1.8638,                 0.9016,                0.78481,                0.91047,                0.62791,                 1.3254,                 1.0727,                 1.7624,              0.0004688,              0.0004688,              0.0004688
                    118,                 1.5092,                 1.2836,                 1.7966,                0.90342,                0.82882,                0.93142,                0.62136,                 1.3001,                 1.0894,                 1.7459,              0.0004556,              0.0004556,              0.0004556
                    119,                 1.4724,                 1.2487,                 1.8139,                0.89626,                0.81646,                0.92986,                0.63428,                 1.2904,                 1.0751,                 1.7417,              0.0004424,              0.0004424,              0.0004424
                    120,                 1.5001,                 1.3169,                 1.8152,                0.84111,                0.83544,                0.92766,                0.61414,                 1.3625,                 1.0741,                 1.7801,              0.0004292,              0.0004292,              0.0004292
                    121,                  1.461,                 1.2248,                 1.7806,                0.84752,                0.84177,                0.93347,                0.59473,                 1.3987,                 1.0559,                 1.7924,               0.000416,               0.000416,               0.000416
                    122,                 1.4439,                 1.1819,                 1.7469,                0.93834,                0.77052,                0.93127,                0.58678,                  1.402,                 1.0633,                 1.8026,              0.0004028,              0.0004028,              0.0004028
                    123,                 1.4761,                 1.2234,                 1.8179,                0.94222,                0.77215,                0.93314,                0.62019,                 1.3238,                 1.0349,                 1.7507,              0.0003896,              0.0003896,              0.0003896
                    124,                 1.4548,                  1.235,                 1.7745,                0.95434,                0.79365,                0.93828,                0.63911,                 1.3176,                 1.0145,                 1.7697,              0.0003764,              0.0003764,              0.0003764
                    125,                 1.4875,                 1.2656,                 1.8276,                0.96658,                0.79747,                0.92824,                0.63322,                 1.3252,                 1.0145,                 1.7522,              0.0003632,              0.0003632,              0.0003632
                    126,                 1.5252,                 1.3251,                 1.8197,                0.90749,                0.80712,                0.93493,                0.62426,                 1.3081,                0.99293,                 1.7161,                0.00035,                0.00035,                0.00035
                    127,                  1.457,                 1.1653,                 1.6928,                0.96324,                0.82931,                0.94491,                0.65511,                 1.2486,                0.98602,                 1.6755,              0.0003368,              0.0003368,              0.0003368
                    128,                 1.4858,                 1.2373,                 1.8094,                0.97072,                0.83924,                0.96037,                0.64504,                 1.2653,                0.97049,                 1.6795,              0.0003236,              0.0003236,              0.0003236
                    129,                 1.5168,                 1.2565,                 1.8278,                0.95008,                0.84328,                0.96433,                0.65229,                 1.2436,                0.93584,                 1.6647,              0.0003104,              0.0003104,              0.0003104
                    130,                 1.4417,                 1.2017,                 1.7649,                0.93244,                0.83544,                0.95913,                0.67324,                 1.2123,                 0.9134,                 1.6581,              0.0002972,              0.0002972,              0.0002972
                    131,                  1.427,                 1.1849,                 1.7581,                0.93651,                 0.8481,                0.96053,                0.68019,                 1.2081,                0.90822,                 1.6663,               0.000284,               0.000284,               0.000284
                    132,                 1.3992,                 1.1722,                 1.7716,                0.92297,                0.91139,                0.96856,                0.67832,                 1.2149,                0.89176,                 1.6592,              0.0002708,              0.0002708,              0.0002708
                    133,                 1.4211,                 1.1502,                 1.7321,                0.94532,                0.87544,                0.96747,                0.68356,                 1.1955,                0.88918,                 1.6339,              0.0002576,              0.0002576,              0.0002576
                    134,                 1.3927,                 1.1716,                 1.7377,                0.92861,                0.82326,                0.95706,                0.66283,                 1.2363,                 0.9229,                 1.6623,              0.0002444,              0.0002444,              0.0002444
                    135,                 1.3653,                 1.1837,                 1.7125,                0.95556,                0.79747,                0.94776,                0.66536,                 1.2054,                0.92642,                 1.6538,              0.0002312,              0.0002312,              0.0002312
                    136,                 1.3261,                 1.1272,                 1.6678,                0.95291,                0.77848,                0.93868,                0.65694,                 1.2185,                0.94534,                 1.6564,               0.000218,               0.000218,               0.000218
                    137,                 1.3593,                 1.1542,                 1.7176,                0.93457,                0.82278,                 0.9424,                0.67743,                 1.1889,                 0.9371,                 1.6395,              0.0002048,              0.0002048,              0.0002048
                    138,                  1.372,                 1.1615,                 1.7857,                0.94306,                0.83866,                 0.9519,                0.68891,                 1.1659,                 0.9306,                 1.6227,              0.0001916,              0.0001916,              0.0001916
                    139,                 1.4122,                 1.1548,                   1.77,                0.91691,                0.83816,                0.95075,                0.68517,                 1.1757,                0.93701,                 1.6327,              0.0001784,              0.0001784,              0.0001784
                    140,                 1.3313,                  1.045,                 1.6758,                0.93801,                0.84177,                0.95353,                 0.6916,                 1.1614,                0.91948,                 1.6245,              0.0001652,              0.0001652,              0.0001652
                    141,                 1.2822,                 1.2217,                 1.7085,                0.91625,                0.85443,                0.95558,                0.69087,                 1.1554,                0.91733,                 1.6198,               0.000152,               0.000152,               0.000152
                    142,                 1.3305,                 1.2112,                 1.6776,                0.89035,                0.87368,                0.95727,                0.68486,                 1.1661,                0.91135,                 1.6206,              0.0001388,              0.0001388,              0.0001388
                    143,                 1.2111,                 1.0478,                 1.6126,                0.91308,                0.86709,                0.95652,                0.68617,                 1.1763,                0.92773,                 1.6217,              0.0001256,              0.0001256,              0.0001256
                    144,                 1.3511,                 1.0615,                  1.647,                0.88869,                0.85443,                0.95286,                0.68672,                 1.1781,                0.95429,                 1.6188,              0.0001124,              0.0001124,              0.0001124
                    145,                 1.2666,                 1.0344,                  1.611,                0.91693,                0.83831,                0.95326,                0.69198,                 1.1675,                0.94438,                 1.6073,               9.92e-05,               9.92e-05,               9.92e-05
                    146,                 1.2902,                 1.0819,                 1.6338,                0.91818,                0.85236,                0.95829,                0.69577,                  1.138,                0.90221,                 1.5822,                8.6e-05,                8.6e-05,                8.6e-05
                    147,                 1.2623,                 1.0047,                 1.6189,                0.93218,                0.86998,                0.96309,                0.70277,                 1.1218,                0.87474,                 1.5643,               7.28e-05,               7.28e-05,               7.28e-05
                    148,                 1.1761,                0.99519,                 1.6051,                0.91958,                0.86847,                  0.966,                0.70161,                 1.1125,                0.87417,                  1.551,               5.96e-05,               5.96e-05,               5.96e-05
                    149,                 1.2576,                0.99743,                 1.6315,                0.94411,                0.85526,                0.96671,                0.69998,                 1.1102,                0.87813,                 1.5479,               4.64e-05,               4.64e-05,               4.64e-05
                    150,                 1.2744,                0.98499,                 1.6311,                0.94526,                0.87342,                0.96715,                0.70474,                 1.1043,                0.87563,                 1.5446,               3.32e-05,               3.32e-05,               3.32e-05
